study_id,fold
1.2.826.0.1.3680043.31841,3
1.2.826.0.1.3680043.31860,2
1.2.826.0.1.3680043.31900,4
1.2.826.0.1.3680043.31906,4
1.2.826.0.1.3680043.31907,0
1.2.826.0.1.3680043.31921,0
1.2.826.0.1.3680043.31977,2
1.2.826.0.1.3680043.31988,1
1.2.826.0.1.3680043.31995,4
1.2.826.0.1.3680043.32005,1
1.2.826.0.1.3680043.32017,1
1.2.826.0.1.3680043.32020,2
1.2.826.0.1.3680043.32023,2
1.2.826.0.1.3680043.32030,0
1.2.826.0.1.3680043.32046,2
1.2.826.0.1.3680043.32056,4
1.2.826.0.1.3680043.32063,1
1.2.826.0.1.3680043.32071,3
1.2.826.0.1.3680043.32076,4
1.2.826.0.1.3680043.3208,4
1.2.826.0.1.3680043.32081,3
1.2.826.0.1.3680043.32151,1
1.2.826.0.1.3680043.3216,0
1.2.826.0.1.3680043.32165,3
1.2.826.0.1.3680043.32190,1
1.2.826.0.1.3680043.3225,4
1.2.826.0.1.3680043.32263,1
1.2.826.0.1.3680043.32280,0
1.2.826.0.1.3680043.32291,4
1.2.826.0.1.3680043.32303,4
1.2.826.0.1.3680043.32323,1
1.2.826.0.1.3680043.3234,3
1.2.826.0.1.3680043.32357,2
1.2.826.0.1.3680043.32370,3
1.2.826.0.1.3680043.32387,4
1.2.826.0.1.3680043.324,0
1.2.826.0.1.3680043.3240,3
1.2.826.0.1.3680043.32426,4
1.2.826.0.1.3680043.32428,4
1.2.826.0.1.3680043.32434,2
1.2.826.0.1.3680043.32436,1
1.2.826.0.1.3680043.32447,1
1.2.826.0.1.3680043.32458,3
1.2.826.0.1.3680043.32461,1
1.2.826.0.1.3680043.32476,0
1.2.826.0.1.3680043.32480,1
1.2.826.0.1.3680043.32534,0
1.2.826.0.1.3680043.32535,3
1.2.826.0.1.3680043.32577,2
1.2.826.0.1.3680043.3258,2
1.2.826.0.1.3680043.32581,1
1.2.826.0.1.3680043.32585,4
1.2.826.0.1.3680043.32590,2
1.2.826.0.1.3680043.32597,0
1.2.826.0.1.3680043.32599,1
1.2.826.0.1.3680043.32627,4
1.2.826.0.1.3680043.32651,4
1.2.826.0.1.3680043.32658,0
1.2.826.0.1.3680043.32662,2
1.2.826.0.1.3680043.3267,3
1.2.826.0.1.3680043.32692,0
1.2.826.0.1.3680043.32693,2
1.2.826.0.1.3680043.3271,1
1.2.826.0.1.3680043.32721,2
1.2.826.0.1.3680043.32738,1
1.2.826.0.1.3680043.32754,1
1.2.826.0.1.3680043.32757,0
1.2.826.0.1.3680043.32766,1
1.2.826.0.1.3680043.32767,2
1.2.826.0.1.3680043.3302,0
1.2.826.0.1.3680043.3306,0
1.2.826.0.1.3680043.3309,3
1.2.826.0.1.3680043.3329,3
1.2.826.0.1.3680043.3331,3
1.2.826.0.1.3680043.3333,2
1.2.826.0.1.3680043.3376,3
1.2.826.0.1.3680043.3389,1
1.2.826.0.1.3680043.3397,1
1.2.826.0.1.3680043.3399,4
1.2.826.0.1.3680043.342,1
1.2.826.0.1.3680043.3424,4
1.2.826.0.1.3680043.3428,1
1.2.826.0.1.3680043.3433,4
1.2.826.0.1.3680043.3442,4
1.2.826.0.1.3680043.3448,0
1.2.826.0.1.3680043.3519,3
1.2.826.0.1.3680043.3540,1
1.2.826.0.1.3680043.3542,4
1.2.826.0.1.3680043.3551,2
1.2.826.0.1.3680043.3556,4
1.2.826.0.1.3680043.3558,3
1.2.826.0.1.3680043.3577,3
1.2.826.0.1.3680043.358,0
1.2.826.0.1.3680043.3591,4
1.2.826.0.1.3680043.3593,2
1.2.826.0.1.3680043.3618,0
1.2.826.0.1.3680043.3623,3
1.2.826.0.1.3680043.3629,3
1.2.826.0.1.3680043.3653,1
1.2.826.0.1.3680043.3670,2
1.2.826.0.1.3680043.3677,1
1.2.826.0.1.3680043.3709,1
1.2.826.0.1.3680043.3717,3
1.2.826.0.1.3680043.3721,4
1.2.826.0.1.3680043.3737,3
1.2.826.0.1.3680043.3749,0
1.2.826.0.1.3680043.3759,0
1.2.826.0.1.3680043.3766,0
1.2.826.0.1.3680043.3784,4
1.2.826.0.1.3680043.3801,3
1.2.826.0.1.3680043.3814,2
1.2.826.0.1.3680043.3820,0
1.2.826.0.1.3680043.3822,0
1.2.826.0.1.3680043.384,0
1.2.826.0.1.3680043.3850,3
1.2.826.0.1.3680043.3882,3
1.2.826.0.1.3680043.3887,2
1.2.826.0.1.3680043.3891,1
1.2.826.0.1.3680043.3927,2
1.2.826.0.1.3680043.3945,4
1.2.826.0.1.3680043.3953,1
1.2.826.0.1.3680043.3959,0
1.2.826.0.1.3680043.3992,1
1.2.826.0.1.3680043.4020,4
1.2.826.0.1.3680043.4021,4
1.2.826.0.1.3680043.4041,0
1.2.826.0.1.3680043.4053,2
1.2.826.0.1.3680043.4055,1
1.2.826.0.1.3680043.4074,4
1.2.826.0.1.3680043.4075,1
1.2.826.0.1.3680043.4077,3
1.2.826.0.1.3680043.4110,3
1.2.826.0.1.3680043.4112,2
1.2.826.0.1.3680043.4131,4
1.2.826.0.1.3680043.4164,4
1.2.826.0.1.3680043.4167,3
1.2.826.0.1.3680043.4183,3
1.2.826.0.1.3680043.4191,1
1.2.826.0.1.3680043.4196,0
1.2.826.0.1.3680043.4202,0
1.2.826.0.1.3680043.4204,3
1.2.826.0.1.3680043.4215,0
1.2.826.0.1.3680043.4216,1
1.2.826.0.1.3680043.4245,1
1.2.826.0.1.3680043.4253,2
1.2.826.0.1.3680043.4270,3
1.2.826.0.1.3680043.4271,0
1.2.826.0.1.3680043.4338,0
1.2.826.0.1.3680043.4345,0
1.2.826.0.1.3680043.4359,3
1.2.826.0.1.3680043.4386,0
1.2.826.0.1.3680043.4388,1
1.2.826.0.1.3680043.4438,4
1.2.826.0.1.3680043.4449,4
1.2.826.0.1.3680043.4456,3
1.2.826.0.1.3680043.4460,4
1.2.826.0.1.3680043.4469,4
1.2.826.0.1.3680043.4509,0
1.2.826.0.1.3680043.4517,2
1.2.826.0.1.3680043.4553,3
1.2.826.0.1.3680043.4560,1
1.2.826.0.1.3680043.4561,2
1.2.826.0.1.3680043.4573,4
1.2.826.0.1.3680043.4594,1
1.2.826.0.1.3680043.4615,0
1.2.826.0.1.3680043.4622,3
1.2.826.0.1.3680043.4644,3
1.2.826.0.1.3680043.4663,3
1.2.826.0.1.3680043.4669,1
1.2.826.0.1.3680043.4677,0
1.2.826.0.1.3680043.4678,1
1.2.826.0.1.3680043.4691,2
1.2.826.0.1.3680043.4716,4
1.2.826.0.1.3680043.4722,0
1.2.826.0.1.3680043.4736,3
1.2.826.0.1.3680043.4740,0
1.2.826.0.1.3680043.4744,1
1.2.826.0.1.3680043.4765,1
1.2.826.0.1.3680043.4769,0
1.2.826.0.1.3680043.4774,3
1.2.826.0.1.3680043.4786,3
1.2.826.0.1.3680043.4802,1
1.2.826.0.1.3680043.4818,4
1.2.826.0.1.3680043.482,2
1.2.826.0.1.3680043.4842,2
1.2.826.0.1.3680043.4859,3
1.2.826.0.1.3680043.4860,2
1.2.826.0.1.3680043.4869,3
1.2.826.0.1.3680043.4936,4
1.2.826.0.1.3680043.5002,1
1.2.826.0.1.3680043.5009,2
1.2.826.0.1.3680043.501,2
1.2.826.0.1.3680043.5023,1
1.2.826.0.1.3680043.5039,2
1.2.826.0.1.3680043.5043,4
1.2.826.0.1.3680043.5055,1
1.2.826.0.1.3680043.5071,0
1.2.826.0.1.3680043.510,3
1.2.826.0.1.3680043.5118,2
1.2.826.0.1.3680043.5120,1
1.2.826.0.1.3680043.5126,2
1.2.826.0.1.3680043.5133,1
1.2.826.0.1.3680043.5134,2
1.2.826.0.1.3680043.5135,4
1.2.826.0.1.3680043.5153,1
1.2.826.0.1.3680043.5174,2
1.2.826.0.1.3680043.5227,1
1.2.826.0.1.3680043.5276,2
1.2.826.0.1.3680043.5283,1
1.2.826.0.1.3680043.53,4
1.2.826.0.1.3680043.5318,0
1.2.826.0.1.3680043.5350,3
1.2.826.0.1.3680043.5359,1
1.2.826.0.1.3680043.5374,3
1.2.826.0.1.3680043.5383,4
1.2.826.0.1.3680043.539,2
1.2.826.0.1.3680043.5392,3
1.2.826.0.1.3680043.5393,3
1.2.826.0.1.3680043.5420,2
1.2.826.0.1.3680043.5425,3
1.2.826.0.1.3680043.5427,0
1.2.826.0.1.3680043.5474,1
1.2.826.0.1.3680043.5476,4
1.2.826.0.1.3680043.5482,1
1.2.826.0.1.3680043.5509,3
1.2.826.0.1.3680043.5541,2
1.2.826.0.1.3680043.5563,0
1.2.826.0.1.3680043.5565,4
1.2.826.0.1.3680043.5571,4
1.2.826.0.1.3680043.5572,2
1.2.826.0.1.3680043.5581,2
1.2.826.0.1.3680043.5596,3
1.2.826.0.1.3680043.5637,2
1.2.826.0.1.3680043.5647,1
1.2.826.0.1.3680043.5671,0
1.2.826.0.1.3680043.5687,3
1.2.826.0.1.3680043.5699,2
1.2.826.0.1.3680043.575,3
1.2.826.0.1.3680043.5753,3
1.2.826.0.1.3680043.5772,0
1.2.826.0.1.3680043.5778,0
1.2.826.0.1.3680043.5779,4
1.2.826.0.1.3680043.5782,0
1.2.826.0.1.3680043.5783,1
1.2.826.0.1.3680043.5805,3
1.2.826.0.1.3680043.581,0
1.2.826.0.1.3680043.5812,3
1.2.826.0.1.3680043.5864,2
1.2.826.0.1.3680043.5903,2
1.2.826.0.1.3680043.5934,0
1.2.826.0.1.3680043.5938,2
1.2.826.0.1.3680043.5949,3
1.2.826.0.1.3680043.5957,0
1.2.826.0.1.3680043.6000,0
1.2.826.0.1.3680043.6005,3
1.2.826.0.1.3680043.601,0
1.2.826.0.1.3680043.6067,1
1.2.826.0.1.3680043.6068,1
1.2.826.0.1.3680043.6073,4
1.2.826.0.1.3680043.6077,0
1.2.826.0.1.3680043.6078,3
1.2.826.0.1.3680043.6085,2
1.2.826.0.1.3680043.61,3
1.2.826.0.1.3680043.6100,1
1.2.826.0.1.3680043.611,4
1.2.826.0.1.3680043.6125,2
1.2.826.0.1.3680043.6145,4
1.2.826.0.1.3680043.6200,2
1.2.826.0.1.3680043.6225,3
1.2.826.0.1.3680043.6226,1
1.2.826.0.1.3680043.6235,1
1.2.826.0.1.3680043.6245,4
1.2.826.0.1.3680043.6253,2
1.2.826.0.1.3680043.6281,2
1.2.826.0.1.3680043.6287,0
1.2.826.0.1.3680043.6316,2
1.2.826.0.1.3680043.6318,2
1.2.826.0.1.3680043.632,3
1.2.826.0.1.3680043.634,4
1.2.826.0.1.3680043.6349,1
1.2.826.0.1.3680043.6358,2
1.2.826.0.1.3680043.6364,2
1.2.826.0.1.3680043.6370,3
1.2.826.0.1.3680043.6373,0
1.2.826.0.1.3680043.6376,1
1.2.826.0.1.3680043.6398,4
1.2.826.0.1.3680043.6402,3
1.2.826.0.1.3680043.6404,1
1.2.826.0.1.3680043.6409,1
1.2.826.0.1.3680043.6439,4
1.2.826.0.1.3680043.6447,4
1.2.826.0.1.3680043.645,1
1.2.826.0.1.3680043.6451,0
1.2.826.0.1.3680043.6464,3
1.2.826.0.1.3680043.6506,1
1.2.826.0.1.3680043.6516,3
1.2.826.0.1.3680043.6537,3
1.2.826.0.1.3680043.6539,3
1.2.826.0.1.3680043.6548,2
1.2.826.0.1.3680043.6553,1
1.2.826.0.1.3680043.6555,0
1.2.826.0.1.3680043.6561,2
1.2.826.0.1.3680043.6580,0
1.2.826.0.1.3680043.660,2
1.2.826.0.1.3680043.6620,4
1.2.826.0.1.3680043.6668,2
1.2.826.0.1.3680043.6671,3
1.2.826.0.1.3680043.6691,0
1.2.826.0.1.3680043.6714,2
1.2.826.0.1.3680043.6728,0
1.2.826.0.1.3680043.6729,4
1.2.826.0.1.3680043.6732,1
1.2.826.0.1.3680043.6739,3
1.2.826.0.1.3680043.674,2
1.2.826.0.1.3680043.6741,0
1.2.826.0.1.3680043.6774,0
1.2.826.0.1.3680043.678,3
1.2.826.0.1.3680043.6786,2
1.2.826.0.1.3680043.6814,3
1.2.826.0.1.3680043.6826,4
1.2.826.0.1.3680043.6836,2
1.2.826.0.1.3680043.6852,4
1.2.826.0.1.3680043.6854,3
1.2.826.0.1.3680043.6862,3
1.2.826.0.1.3680043.6882,4
1.2.826.0.1.3680043.6883,2
1.2.826.0.1.3680043.6888,4
1.2.826.0.1.3680043.689,3
1.2.826.0.1.3680043.6892,4
1.2.826.0.1.3680043.6901,3
1.2.826.0.1.3680043.6917,3
1.2.826.0.1.3680043.6944,2
1.2.826.0.1.3680043.6959,4
1.2.826.0.1.3680043.696,1
1.2.826.0.1.3680043.6979,1
1.2.826.0.1.3680043.699,4
1.2.826.0.1.3680043.6991,1
1.2.826.0.1.3680043.7025,4
1.2.826.0.1.3680043.7054,3
1.2.826.0.1.3680043.7055,0
1.2.826.0.1.3680043.7059,0
1.2.826.0.1.3680043.706,4
1.2.826.0.1.3680043.7077,1
1.2.826.0.1.3680043.7082,0
1.2.826.0.1.3680043.7124,3
1.2.826.0.1.3680043.7137,2
1.2.826.0.1.3680043.7147,0
1.2.826.0.1.3680043.7167,2
1.2.826.0.1.3680043.719,2
1.2.826.0.1.3680043.7195,3
1.2.826.0.1.3680043.7209,2
1.2.826.0.1.3680043.7221,1
1.2.826.0.1.3680043.7224,0
1.2.826.0.1.3680043.7245,0
1.2.826.0.1.3680043.7247,4
1.2.826.0.1.3680043.7284,3
1.2.826.0.1.3680043.7333,3
1.2.826.0.1.3680043.7334,0
1.2.826.0.1.3680043.7343,4
1.2.826.0.1.3680043.7351,0
1.2.826.0.1.3680043.7361,2
1.2.826.0.1.3680043.7381,2
1.2.826.0.1.3680043.7391,3
1.2.826.0.1.3680043.7399,1
1.2.826.0.1.3680043.7408,1
1.2.826.0.1.3680043.7422,0
1.2.826.0.1.3680043.7432,2
1.2.826.0.1.3680043.7442,3
1.2.826.0.1.3680043.7458,3
1.2.826.0.1.3680043.7479,4
1.2.826.0.1.3680043.7495,4
1.2.826.0.1.3680043.7497,4
1.2.826.0.1.3680043.7498,4
1.2.826.0.1.3680043.7508,3
1.2.826.0.1.3680043.7543,1
1.2.826.0.1.3680043.7550,4
1.2.826.0.1.3680043.7564,1
1.2.826.0.1.3680043.7575,1
1.2.826.0.1.3680043.7625,3
1.2.826.0.1.3680043.7657,4
1.2.826.0.1.3680043.7668,3
1.2.826.0.1.3680043.7672,2
1.2.826.0.1.3680043.7673,3
1.2.826.0.1.3680043.7680,4
1.2.826.0.1.3680043.7704,2
1.2.826.0.1.3680043.772,4
1.2.826.0.1.3680043.7736,1
1.2.826.0.1.3680043.7778,3
1.2.826.0.1.3680043.7781,2
1.2.826.0.1.3680043.7791,0
1.2.826.0.1.3680043.7792,0
1.2.826.0.1.3680043.780,3
1.2.826.0.1.3680043.7802,3
1.2.826.0.1.3680043.7808,2
1.2.826.0.1.3680043.7824,3
1.2.826.0.1.3680043.7829,1
1.2.826.0.1.3680043.7831,3
1.2.826.0.1.3680043.7852,0
1.2.826.0.1.3680043.7901,2
1.2.826.0.1.3680043.7923,0
1.2.826.0.1.3680043.7926,0
1.2.826.0.1.3680043.7942,1
1.2.826.0.1.3680043.7957,2
1.2.826.0.1.3680043.7988,4
1.2.826.0.1.3680043.7990,4
1.2.826.0.1.3680043.7998,3
1.2.826.0.1.3680043.8001,4
1.2.826.0.1.3680043.8005,1
1.2.826.0.1.3680043.8024,1
1.2.826.0.1.3680043.8030,2
1.2.826.0.1.3680043.8043,1
1.2.826.0.1.3680043.8049,2
1.2.826.0.1.3680043.8089,1
1.2.826.0.1.3680043.809,4
1.2.826.0.1.3680043.8116,0
1.2.826.0.1.3680043.8139,3
1.2.826.0.1.3680043.8149,0
1.2.826.0.1.3680043.8198,3
1.2.826.0.1.3680043.8215,4
1.2.826.0.1.3680043.823,2
1.2.826.0.1.3680043.824,2
1.2.826.0.1.3680043.8267,2
1.2.826.0.1.3680043.8268,3
1.2.826.0.1.3680043.8312,4
1.2.826.0.1.3680043.8324,4
1.2.826.0.1.3680043.8330,0
1.2.826.0.1.3680043.8367,0
1.2.826.0.1.3680043.8368,2
1.2.826.0.1.3680043.8372,1
1.2.826.0.1.3680043.8379,4
1.2.826.0.1.3680043.8385,0
1.2.826.0.1.3680043.8391,4
1.2.826.0.1.3680043.8407,2
1.2.826.0.1.3680043.8421,4
1.2.826.0.1.3680043.8423,0
1.2.826.0.1.3680043.8424,2
1.2.826.0.1.3680043.8448,3
1.2.826.0.1.3680043.8458,2
1.2.826.0.1.3680043.8477,0
1.2.826.0.1.3680043.8486,0
1.2.826.0.1.3680043.849,3
1.2.826.0.1.3680043.8511,0
1.2.826.0.1.3680043.8519,4
1.2.826.0.1.3680043.8527,1
1.2.826.0.1.3680043.8533,0
1.2.826.0.1.3680043.8548,3
1.2.826.0.1.3680043.8559,2
1.2.826.0.1.3680043.8562,1
1.2.826.0.1.3680043.8574,3
1.2.826.0.1.3680043.8580,4
1.2.826.0.1.3680043.8611,4
1.2.826.0.1.3680043.8617,0
1.2.826.0.1.3680043.8628,1
1.2.826.0.1.3680043.8635,4
1.2.826.0.1.3680043.8642,4
1.2.826.0.1.3680043.8662,0
1.2.826.0.1.3680043.8665,1
1.2.826.0.1.3680043.8674,3
1.2.826.0.1.3680043.8676,0
1.2.826.0.1.3680043.8693,3
1.2.826.0.1.3680043.8702,2
1.2.826.0.1.3680043.8713,4
1.2.826.0.1.3680043.872,4
1.2.826.0.1.3680043.8731,0
1.2.826.0.1.3680043.8744,4
1.2.826.0.1.3680043.8759,2
1.2.826.0.1.3680043.8792,2
1.2.826.0.1.3680043.8820,3
1.2.826.0.1.3680043.8836,1
1.2.826.0.1.3680043.8847,4
1.2.826.0.1.3680043.8858,2
1.2.826.0.1.3680043.8873,0
1.2.826.0.1.3680043.8884,3
1.2.826.0.1.3680043.8907,0
1.2.826.0.1.3680043.8925,3
1.2.826.0.1.3680043.8935,3
1.2.826.0.1.3680043.8938,0
1.2.826.0.1.3680043.8939,1
1.2.826.0.1.3680043.8942,2
1.2.826.0.1.3680043.8955,2
1.2.826.0.1.3680043.8968,3
1.2.826.0.1.3680043.8972,2
1.2.826.0.1.3680043.8990,1
1.2.826.0.1.3680043.9022,1
1.2.826.0.1.3680043.9027,3
1.2.826.0.1.3680043.9028,3
1.2.826.0.1.3680043.9054,3
1.2.826.0.1.3680043.9121,3
1.2.826.0.1.3680043.9142,2
1.2.826.0.1.3680043.9145,3
1.2.826.0.1.3680043.9147,3
1.2.826.0.1.3680043.9155,1
1.2.826.0.1.3680043.9160,2
1.2.826.0.1.3680043.9176,1
1.2.826.0.1.3680043.918,1
1.2.826.0.1.3680043.9221,1
1.2.826.0.1.3680043.9222,1
1.2.826.0.1.3680043.9226,0
1.2.826.0.1.3680043.9236,4
1.2.826.0.1.3680043.9239,0
1.2.826.0.1.3680043.925,4
1.2.826.0.1.3680043.9283,2
1.2.826.0.1.3680043.9286,4
1.2.826.0.1.3680043.9290,3
1.2.826.0.1.3680043.9295,4
1.2.826.0.1.3680043.9308,2
1.2.826.0.1.3680043.9324,2
1.2.826.0.1.3680043.933,1
1.2.826.0.1.3680043.9336,4
1.2.826.0.1.3680043.934,2
1.2.826.0.1.3680043.9354,0
1.2.826.0.1.3680043.9357,3
1.2.826.0.1.3680043.9405,3
1.2.826.0.1.3680043.941,4
1.2.826.0.1.3680043.9443,0
1.2.826.0.1.3680043.9447,1
1.2.826.0.1.3680043.9488,0
1.2.826.0.1.3680043.9506,2
1.2.826.0.1.3680043.9548,3
1.2.826.0.1.3680043.9625,0
1.2.826.0.1.3680043.9647,3
1.2.826.0.1.3680043.9678,2
1.2.826.0.1.3680043.9774,4
1.2.826.0.1.3680043.9784,3
1.2.826.0.1.3680043.979,3
1.2.826.0.1.3680043.9796,3
1.2.826.0.1.3680043.9809,0
1.2.826.0.1.3680043.9811,3
1.2.826.0.1.3680043.9863,1
1.2.826.0.1.3680043.9886,3
1.2.826.0.1.3680043.9898,4
1.2.826.0.1.3680043.9904,3
1.2.826.0.1.3680043.9921,3
1.2.826.0.1.3680043.9926,4
1.2.826.0.1.3680043.9940,3
1.2.826.0.1.3680043.9994,1
1.2.826.0.1.3680043.9996,1
1.2.826.0.1.3680043.9997,1
